tweet_id,source_x,rating_numerator,rating_denominator,name,Nickname,retweet_count,favorite_count,p1,p2,p3,created_at,hashtags
676617503762681856,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",13,10,None,pupper,1108,3149,Chihuahua,Pomeranian,Pekinese,2015-12-15 04:19:18+00:00,None
676811746707918848,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,Penny,None,469,1536,Chihuahua,Pomeranian,cocker_spaniel,2015-12-15 17:11:09+00:00,None
676821958043033607,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,None,None,17605,25124,Great_Pyrenees,kuvasz,standard_poodle,2015-12-15 17:51:44+00:00,None
676864501615042560,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Ash,None,808,2294,Chesapeake_Bay_retriever,,Weimaraner,2015-12-15 20:40:47+00:00,None
676936541936185344,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8,10,None,pupper,5515,13809,Chesapeake_Bay_retriever,Norwegian_elkhound,,2015-12-16 01:27:03+00:00,None
676946864479084545,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,None,None,426,1844,Pekinese,golden_retriever,Great_Pyrenees,2015-12-16 02:08:04+00:00,None
676949632774234114,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8,10,Tyrus,None,448,1413,Welsh_springer_spaniel,Saint_Bernard,boxer,2015-12-16 02:19:04+00:00,None
676957860086095872,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,None,None,907,2395,Labrador_retriever,beagle,golden_retriever,2015-12-16 02:51:45+00:00,None
676975532580409345,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Cooper,None,1203,3015,malamute,Siberian_husky,Eskimo_dog,2015-12-16 04:01:59+00:00,None
677187300187611136,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,None,None,1033,2981,English_setter,Shih-Tzu,Old_English_sheepdog,2015-12-16 18:03:28+00:00,None
677269281705472000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,the,pupper,790,2164,Shetland_sheepdog,collie,German_shepherd,2015-12-16 23:29:14+00:00,None
677301033169788928,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",5,10,Juckson,None,471,1362,Japanese_spaniel,Pekinese,Chihuahua,2015-12-17 01:35:24+00:00,None
677314812125323265,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Tassy,None,611,1799,Blenheim_spaniel,Japanese_spaniel,Chihuahua,2015-12-17 02:30:09+00:00,None
677328882937298944,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Derek,None,1693,3938,,kelpie,Staffordshire_bullterrier,2015-12-17 03:26:04+00:00,None
677331501395156992,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,Humphrey,None,265,1189,beagle,boxer,French_bulldog,2015-12-17 03:36:28+00:00,None
677334615166730240,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,None,None,328,1477,Lakeland_terrier,Airedale,Irish_water_spaniel,2015-12-17 03:48:51+00:00,None
677530072887205888,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,Axel,None,250,1161,Staffordshire_bullterrier,Norwegian_elkhound,American_Staffordshire_terrier,2015-12-17 16:45:31+00:00,None
677547928504967168,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,None,None,4076,7568,American_Staffordshire_terrier,Staffordshire_bullterrier,boxer,2015-12-17 17:56:29+00:00,None
677557565589463040,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,None,pupper,1322,2665,,Shih-Tzu,Pekinese,2015-12-17 18:34:46+00:00,None
677565715327688705,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",6,10,None,None,513,1409,basset,Welsh_springer_spaniel,,2015-12-17 19:07:09+00:00,None
677644091929329666,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,a,None,886,2040,Chihuahua,Italian_greyhound,,2015-12-18 00:18:36+00:00,None
677673981332312066,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,None,None,1677,3603,Maltese_dog,,Pomeranian,2015-12-18 02:17:22+00:00,None
677687604918272002,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,None,None,950,2681,Pembroke,,golden_retriever,2015-12-18 03:11:30+00:00,None
677698403548192770,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,Sadie,None,363,1332,Shih-Tzu,Lhasa,Pekinese,2015-12-18 03:54:25+00:00,None
677700003327029250,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Ralph,None,1622,3689,Siberian_husky,,malamute,2015-12-18 04:00:46+00:00,None
677895101218201600,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,None,None,2384,5275,dalmatian,kuvasz,Great_Pyrenees,2015-12-18 16:56:01+00:00,None
677918531514703872,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,None,None,463,1476,Eskimo_dog,dalmatian,American_Staffordshire_terrier,2015-12-18 18:29:07+00:00,None
678021115718029313,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,Reese,None,7148,15018,miniature_pinscher,Doberman,Rottweiler,2015-12-19 01:16:45+00:00,None
678255464182861824,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,Jessifer,None,418,1726,Chihuahua,Yorkshire_terrier,Pomeranian,2015-12-19 16:47:58+00:00,None
678278586130948096,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,None,pupper,6857,12531,Maltese_dog,Lhasa,Tibetan_terrier,2015-12-19 18:19:51+00:00,None
678334497360859136,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Rosie,None,304,1427,Norfolk_terrier,golden_retriever,kelpie,2015-12-19 22:02:01+00:00,None
678341075375947776,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,None,pupper,612,1896,golden_retriever,cocker_spaniel,Labrador_retriever,2015-12-19 22:28:09+00:00,None
678389028614488064,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Bella,pupper,473,2044,miniature_pinscher,kelpie,vizsla,2015-12-20 01:38:42+00:00,None
678396796259975168,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,None,None,478,1731,Pembroke,Cardigan,Chihuahua,2015-12-20 02:09:34+00:00,None
678399652199309312,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,None,None,30742,61794,,Bedlington_terrier,Great_Pyrenees,2015-12-20 02:20:55+00:00,None
678410210315247616,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Jerome,None,2072,4640,schipperke,Labrador_retriever,kelpie,2015-12-20 03:02:53+00:00,None
678424312106393600,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2,10,Crystal,None,2880,5916,Maltese_dog,toy_poodle,Shih-Tzu,2015-12-20 03:58:55+00:00,None
678446151570427904,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,None,None,1785,4358,Staffordshire_bullterrier,Rottweiler,American_Staffordshire_terrier,2015-12-20 05:25:42+00:00,None
678643457146150913,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Grizz,None,489,2250,Labrador_retriever,flat-coated_retriever,,2015-12-20 18:29:43+00:00,None
678755239630127104,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Dash,None,3741,7802,malamute,Border_collie,collie,2015-12-21 01:53:54+00:00,None
678764513869611008,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Wilson,None,544,1788,Irish_terrier,Australian_terrier,Irish_setter,2015-12-21 02:30:45+00:00,None
678774928607469569,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Tug,None,1043,3037,Pembroke,toy_poodle,Pomeranian,2015-12-21 03:12:08+00:00,None
678798276842360832,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",7,10,Linda,None,1350,3804,Airedale,silky_terrier,Lakeland_terrier,2015-12-21 04:44:55+00:00,None
678800283649069056,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,None,pupper,1018,2810,Labrador_retriever,beagle,Airedale,2015-12-21 04:52:53+00:00,None
678969228704284672,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Lola,None,528,1796,Labrador_retriever,Chesapeake_Bay_retriever,golden_retriever,2015-12-21 16:04:13+00:00,None
678991772295516161,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,None,None,1333,2537,Eskimo_dog,Siberian_husky,Chihuahua,2015-12-21 17:33:48+00:00,None
679062614270468097,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Chompsky,None,9299,18712,,schipperke,German_shepherd,2015-12-21 22:15:18+00:00,None
679111216690831360,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,officially,None,2893,6514,kelpie,beagle,basset,2015-12-22 01:28:25+00:00,None
679132435750195208,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Louis,None,1314,3253,Scottish_deerhound,Irish_wolfhound,giant_schnauzer,2015-12-22 02:52:45+00:00,None
679148763231985668,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8,10,None,None,1163,3028,Italian_greyhound,,Afghan_hound,2015-12-22 03:57:37+00:00,None
679158373988876288,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Rubio,None,9193,23568,pug,bull_mastiff,,2015-12-22 04:35:49+00:00,None
679462823135686656,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Hurley,None,21324,34856,toy_poodle,miniature_poodle,soft-coated_wheaten_terrier,2015-12-23 00:45:35+00:00,None
679475951516934144,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,Evy,None,728,2304,Maltese_dog,toy_poodle,West_Highland_white_terrier,2015-12-23 01:37:45+00:00,None
679722016581222400,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8,10,Mike,None,539,1817,boxer,Boston_bull,French_bulldog,2015-12-23 17:55:32+00:00,None
679736210798047232,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,None,None,918,2311,French_bulldog,Chihuahua,Cardigan,2015-12-23 18:51:56+00:00,None
679777920601223168,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Rinna,pupper,1281,3390,bloodhound,bull_mastiff,French_bulldog,2015-12-23 21:37:40+00:00,None
679828447187857408,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",13,10,None,pupper,15839,39726,Chihuahua,dalmatian,toy_terrier,2015-12-24 00:58:27+00:00,None
679844490799091713,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Willie,None,887,2593,Airedale,Border_terrier,toy_poodle,2015-12-24 02:02:12+00:00,None
679862121895714818,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,None,None,706,2678,EntleBucher,Greater_Swiss_Mountain_dog,Appenzeller,2015-12-24 03:12:15+00:00,None
680055455951884288,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",10,10,Sammy,None,8067,18278,Samoyed,Great_Pyrenees,Pomeranian,2015-12-24 16:00:30+00:00,None
680100725817409536,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",11,10,None,pupper,1554,3891,golden_retriever,chow,Pomeranian,2015-12-24 19:00:23+00:00,None
680115823365742593,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,Ozzy,None,1028,2972,pug,French_bulldog,Boston_bull,2015-12-24 20:00:22+00:00,None
680130881361686529,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Reggie,None,1078,2519,Maltese_dog,West_Highland_white_terrier,Shih-Tzu,2015-12-24 21:00:12+00:00,None
680145970311643136,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Kawhi,pupper,1972,3955,miniature_poodle,toy_poodle,Maltese_dog,2015-12-24 22:00:10+00:00,None
680161097740095489,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,Goliath,None,828,2538,bluetick,miniature_pinscher,English_setter,2015-12-24 23:00:17+00:00,None
680191257256136705,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,None,pupper,577,2356,Brittany_spaniel,Welsh_springer_spaniel,English_springer,2015-12-25 01:00:07+00:00,None
680473011644985345,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Hector,pupper,844,2778,Lakeland_terrier,West_Highland_white_terrier,Norwich_terrier,2015-12-25 19:39:43+00:00,None
680494726643068929,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",26,10,None,None,542,1879,kuvasz,Samoyed,Great_Pyrenees,2015-12-25 21:06:00+00:00,None
680609293079592961,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,Brody,None,816,2906,French_bulldog,Chihuahua,American_Staffordshire_terrier,2015-12-26 04:41:15+00:00,None
680801747103793152,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,None,None,925,2600,pug,Labrador_retriever,Staffordshire_bullterrier,2015-12-26 17:25:59+00:00,None
680836378243002368,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,Ellie,pupper,1513,3766,Pembroke,Shetland_sheepdog,Pomeranian,2015-12-26 19:43:36+00:00,None
680889648562991104,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,Cheesy,None,418,1945,Shetland_sheepdog,collie,Pomeranian,2015-12-26 23:15:17+00:00,None
680913438424612864,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Griswold,None,705,2609,Pomeranian,golden_retriever,Chihuahua,2015-12-27 00:49:49+00:00,None
680934982542561280,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Sadie,None,497,2285,Labrador_retriever,Siberian_husky,beagle,2015-12-27 02:15:25+00:00,None
680940246314430465,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",4,10,Alice,None,1225,3544,soft-coated_wheaten_terrier,West_Highland_white_terrier,toy_poodle,2015-12-27 02:36:20+00:00,None
680970795137544192,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,None,None,749,2665,pug,whippet,,2015-12-27 04:37:44+00:00,None
681193455364796417,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Aspen,None,1691,4077,Pomeranian,keeshond,schipperke,2015-12-27 19:22:30+00:00,None
681231109724700672,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,None,pupper,540,2629,Irish_setter,cocker_spaniel,Airedale,2015-12-27 21:52:07+00:00,None
681261549936340994,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,Panda,None,308,1597,Tibetan_terrier,miniature_poodle,Maltese_dog,2015-12-27 23:53:05+00:00,None
681281657291280384,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Sarge,None,1258,3520,Saint_Bernard,Pekinese,Great_Pyrenees,2015-12-28 01:12:59+00:00,None
681297372102656000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,actually,None,1091,3490,Lhasa,Shih-Tzu,Pomeranian,2015-12-28 02:15:26+00:00,None
681320187870711809,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Glacier,None,863,2918,Samoyed,Eskimo_dog,Siberian_husky,2015-12-28 03:46:05+00:00,None
681339448655802368,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,Asher,None,4598,10202,,Labrador_retriever,kuvasz,2015-12-28 05:02:37+00:00,None
681523177663676416,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,Carly,None,6620,15749,Norfolk_terrier,German_shepherd,chow,2015-12-28 17:12:42+00:00,None
681579835668455424,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8,10,Apollo,None,1489,3893,Rottweiler,Labrador_retriever,Staffordshire_bullterrier,2015-12-28 20:57:50+00:00,None
681610798867845120,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,None,None,533,2100,toy_poodle,miniature_poodle,Yorkshire_terrier,2015-12-28 23:00:52+00:00,None
681654059175129088,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,Toffee,pupper,1045,2903,Pomeranian,chow,Pekinese,2015-12-29 01:52:46+00:00,None
681694085539872773,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Bo,pupper,4581,14010,toy_poodle,miniature_poodle,Maltese_dog,2015-12-29 04:31:49+00:00,None
681891461017812993,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Charlie,pupper,951,2706,Chihuahua,,toy_terrier,2015-12-29 17:36:07+00:00,None
681981167097122816,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,Jimothy,None,1161,3043,Labrador_retriever,golden_retriever,beagle,2015-12-29 23:32:35+00:00,None
682032003584274432,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Ulysses,None,2294,7223,schipperke,groenendael,miniature_pinscher,2015-12-30 02:54:35+00:00,None
682259524040966145,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,Jax,None,1375,4578,Siberian_husky,Eskimo_dog,malamute,2015-12-30 17:58:40+00:00,None
682303737705140231,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,Todo,None,1135,3389,,Lakeland_terrier,Airedale,2015-12-30 20:54:22+00:00,None
682389078323662849,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,Brody,None,518,1828,curly-coated_retriever,flat-coated_retriever,Great_Dane,2015-12-31 02:33:29+00:00,None
682393905736888321,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Kreg,None,773,2441,vizsla,,Rhodesian_ridgeback,2015-12-31 02:52:40+00:00,None
682429480204398592,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8,10,None,None,1320,3769,whippet,Italian_greyhound,Mexican_hairless,2015-12-31 05:14:01+00:00,None
682638830361513985,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,None,None,675,2266,English_springer,Cardigan,Border_collie,2015-12-31 19:05:54+00:00,None
682662431982772225,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Joey,None,1207,3326,beagle,Cardigan,basset,2015-12-31 20:39:41+00:00,None
682750546109968385,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,Taco,None,494,1674,English_setter,English_springer,Brittany_spaniel,2016-01-01 02:29:49+00:00,None
683030066213818368,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Lulu,None,832,2370,boxer,bull_mastiff,French_bulldog,2016-01-01 21:00:32+00:00,None
683098815881154561,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,None,None,736,2361,golden_retriever,kuvasz,Labrador_retriever,2016-01-02 01:33:43+00:00,None
683111407806746624,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Larry,pupper,1034,3736,cocker_spaniel,soft-coated_wheaten_terrier,miniature_schnauzer,2016-01-02 02:23:45+00:00,None
683142553609318400,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,Brandy,pupper,1173,3162,Leonberg,chow,German_shepherd,2016-01-02 04:27:31+00:00,None
683357973142474752,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,None,None,1059,3238,Pembroke,Cardigan,Siberian_husky,2016-01-02 18:43:31+00:00,None
683391852557561860,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Jack,None,2702,8356,French_bulldog,Boston_bull,pug,2016-01-02 20:58:09+00:00,None
683449695444799489,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,None,None,1837,4290,Lakeland_terrier,soft-coated_wheaten_terrier,golden_retriever,2016-01-03 00:47:59+00:00,None
683462770029932544,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8,10,None,pupper,761,2676,Italian_greyhound,whippet,German_short-haired_pointer,2016-01-03 01:39:57+00:00,None
683481228088049664,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Banjo,pupper,1118,2878,keeshond,chow,German_shepherd,2016-01-03 02:53:17+00:00,None
683498322573824003,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Griffin,None,1095,3469,Airedale,Irish_terrier,Lakeland_terrier,2016-01-03 04:01:13+00:00,None
683742671509258241,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Sebastian,None,3781,7162,Pembroke,Cardigan,cocker_spaniel,2016-01-03 20:12:10+00:00,None
683773439333797890,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,Buddy,None,1533,3684,miniature_pinscher,Labrador_retriever,schipperke,2016-01-03 22:14:26+00:00,None
683828599284170753,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,None,pupper,1195,3053,malamute,Siberian_husky,Eskimo_dog,2016-01-04 01:53:37+00:00,None
683834909291606017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,None,pupper,1265,2880,Maltese_dog,toy_poodle,Samoyed,2016-01-04 02:18:42+00:00,None
683852578183077888,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Tiger,None,397,2111,toy_poodle,,miniature_poodle,2016-01-04 03:28:54+00:00,None
683857920510050305,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Sadie,None,1262,4163,bluetick,Shetland_sheepdog,beagle,2016-01-04 03:50:08+00:00,None
684097758874210310,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Lupe,None,1621,4515,Labrador_retriever,German_short-haired_pointer,Chesapeake_Bay_retriever,2016-01-04 19:43:10+00:00,None
684177701129875456,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Kulet,None,764,2215,chow,German_shepherd,golden_retriever,2016-01-05 01:00:50+00:00,None
684188786104872960,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,None,None,1343,3831,kelpie,American_Staffordshire_terrier,Staffordshire_bullterrier,2016-01-05 01:44:52+00:00,None
684195085588783105,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,10,Tino,None,595,2108,Chihuahua,toy_terrier,Boston_bull,2016-01-05 02:09:54+00:00,None
684222868335505415,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",121,110,None,None,1563,4225,soft-coated_wheaten_terrier,cocker_spaniel,,2016-01-05 04:00:18+00:00,None
684225744407494656,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",143,130,None,None,239,1369,golden_retriever,Samoyed,Great_Pyrenees,2016-01-05 04:11:44+00:00,None
684460069371654144,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Jeph,None,628,2169,Labrador_retriever,Chesapeake_Bay_retriever,American_Staffordshire_terrier,2016-01-05 19:42:51+00:00,None
684481074559381504,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,Pippa,None,1320,4249,Chihuahua,Pomeranian,,2016-01-05 21:06:19+00:00,None
684594889858887680,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,10,None,None,4016,9843,Weimaraner,English_setter,Brittany_spaniel,2016-01-06 04:38:35+00:00,None
684800227459624960,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Theodore,None,1124,2979,miniature_schnauzer,Norfolk_terrier,West_Highland_white_terrier,2016-01-06 18:14:31+00:00,None
684902183876321280,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Perry,None,605,2053,Pembroke,Cardigan,,2016-01-07 00:59:40+00:00,None
684914660081053696,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,None,None,1662,3848,,chow,Labrador_retriever,2016-01-07 01:49:14+00:00,None
684926975086034944,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11,10,Bruiser,None,552,3849,Labrador_retriever,golden_retriever,,2016-01-07 02:38:10+00:00,None
684940049151070208,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,10,Oreo,None,1191,3523,Border_collie,collie,Old_English_sheepdog,2016-01-07 03:30:07+00:00,None
